brand,category,cpu,ram,ram_type,storage,ssd,ssd_size,graphics_card,graphics_card_size,size_inch,os,battery_wh,weight_kg,price
Dell,Home,Ryzen 3,24,DDR4,2TB,Yes,1TB,Integrated,,14.0,Windows 11,45,1.6,100891
Dell,Home,Intel i7,24,DDR4,1TB,Yes,512GB,Nvidia,2GB,14.0,Windows 10,80,1.4,124183
HP,Gaming,Ryzen 5,8,DDR4,512GB,Yes,1TB,Nvidia,6GB,13.0,Windows 11,80,2.3,106880
Lenovo,Gaming,Ryzen 3,16,DDR3,256GB,Yes,512GB,AMD,2GB,16.0,Windows 11,45,1.6,97030
Dell,Gaming,Intel i7,4,DDR4,256GB,Yes,512GB,Nvidia,6GB,13.0,Windows 10,55,2.3,108424
Samsung,Home,Intel i7,8,DDR4,512GB,Yes,2TB,Nvidia,8GB,15.6,Windows 11,50,2.3,107603
MSI,Gaming,Ryzen 7,12,DDR4,1TB,Yes,256GB,Nvidia,8GB,13.0,Windows 10,50,2.0,134606
Dell,Home,Ryzen 3,4,DDR4,512GB,Yes,1TB,Integrated,,13.0,Windows 10,80,2.3,54235
MSI,Business,Intel i3,8,DDR3,256GB,Yes,256GB,Nvidia,2GB,16.0,Windows 11,60,2.3,80437
Lenovo,Business,Ryzen 3,24,DDR4,2TB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,60,1.2,126273
Acer,Home,Intel i7,4,DDR3,1TB,Yes,2TB,Integrated,,13.0,Windows 11,70,1.2,74768
Apple,Home,Apple M2,8,Unified,2TB,Yes,256GB,Integrated,,14.0,macOS,60,2.3,152539
Acer,Student,Intel i7,4,DDR3,2TB,Yes,2TB,Integrated,,15.6,Windows 10,45,1.8,82717
Acer,Business,Intel i5,8,DDR3,512GB,Yes,256GB,AMD,2GB,15.6,Windows 10,60,1.8,86006
Acer,Home,Ryzen 7,12,DDR3,2TB,Yes,2TB,Integrated,,16.0,Windows 11,60,1.6,96853
Acer,Home,Intel i5,12,DDR3,2TB,No,,AMD,2GB,16.0,Windows 10,70,1.8,98386
Apple,Gaming,Apple M2,12,Unified,256GB,Yes,256GB,AMD,4GB,13.0,macOS,60,1.4,166369
Dell,Gaming,Intel i5,4,DDR4,2TB,Yes,512GB,Nvidia,6GB,15.6,Windows 10,80,2.6,114548
Asus,Business,Ryzen 5,12,DDR5,1TB,Yes,256GB,Nvidia,8GB,13.0,Windows 11,60,1.4,115214
Asus,Home,Ryzen 5,24,DDR4,1TB,Yes,1TB,Integrated,,16.0,Windows 10,70,2.0,96875
HP,Gaming,Intel i7,24,DDR3,2TB,Yes,1TB,AMD,2GB,16.0,Windows 11,55,1.6,141165
MSI,Student,Intel i7,4,DDR4,512GB,Yes,2TB,Nvidia,6GB,15.6,Windows 11,80,1.8,96955
Asus,Gaming,Ryzen 3,16,DDR4,1TB,Yes,512GB,Integrated,,16.0,Windows 10,50,2.6,93294
HP,Gaming,Intel i5,8,DDR3,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 10,60,2.0,102251
Asus,Home,Intel i5,24,DDR4,2TB,Yes,2TB,AMD,6GB,15.6,Windows 11,50,2.6,125118
Asus,Student,Intel i3,8,DDR3,512GB,Yes,512GB,AMD,6GB,16.0,Windows 11,70,1.2,80588
HP,Business,Intel i5,4,DDR5,512GB,Yes,1TB,Nvidia,6GB,16.0,Windows 10,60,2.6,91856
Apple,Student,Apple M1,16,Unified,1TB,Yes,2TB,AMD,2GB,15.6,macOS,70,2.3,153864
Acer,Student,Ryzen 7,4,DDR4,1TB,No,,AMD,6GB,15.6,Windows 10,80,2.3,95336
Acer,Gaming,Intel i5,24,DDR3,2TB,Yes,512GB,Nvidia,8GB,15.6,Windows 10,55,1.8,152314
Samsung,Home,Ryzen 5,8,DDR4,2TB,No,,AMD,6GB,14.0,Windows 10,80,2.0,97483
Acer,Home,Ryzen 3,12,DDR5,512GB,No,,Nvidia,2GB,14.0,Windows 10,55,1.4,79515
Samsung,Student,Intel i7,12,DDR5,2TB,Yes,2TB,Integrated,,13.0,Windows 11,60,1.4,98099
Asus,Business,Ryzen 5,4,DDR4,512GB,Yes,512GB,Integrated,,16.0,Windows 11,50,1.6,68862
Lenovo,Home,Ryzen 3,8,DDR5,1TB,Yes,256GB,AMD,4GB,14.0,Windows 11,70,2.6,80297
Apple,Home,Apple M1,24,Unified,2TB,Yes,2TB,Integrated,,16.0,macOS,60,1.2,157309
Dell,Student,Intel i3,8,DDR5,256GB,Yes,512GB,Integrated,,15.6,Windows 11,55,1.4,50841
Samsung,Student,Intel i5,12,DDR3,1TB,Yes,1TB,Integrated,,14.0,Windows 10,55,1.8,76942
Dell,Gaming,Ryzen 3,8,DDR3,512GB,Yes,256GB,AMD,4GB,13.0,Windows 10,55,2.3,92329
HP,Business,Ryzen 7,24,DDR5,256GB,Yes,256GB,AMD,2GB,13.0,Windows 11,80,1.2,116414
Apple,Business,Apple M1,24,Unified,1TB,Yes,512GB,Integrated,,13.0,macOS,55,1.8,159420
Asus,Student,Ryzen 5,4,DDR4,256GB,Yes,256GB,AMD,4GB,15.6,Windows 10,70,1.4,71932
Samsung,Student,Intel i5,16,DDR5,512GB,Yes,2TB,Integrated,,13.0,Windows 10,45,2.3,73729
Asus,Business,Intel i5,4,DDR5,256GB,No,,AMD,8GB,15.6,Windows 10,55,1.8,80410
Asus,Gaming,Intel i3,12,DDR4,2TB,Yes,256GB,Nvidia,2GB,13.0,Windows 11,50,2.3,117301
Lenovo,Student,Intel i7,12,DDR5,256GB,Yes,1TB,Integrated,,16.0,Windows 11,60,1.8,75226
Samsung,Business,Ryzen 3,8,DDR3,256GB,No,,Nvidia,2GB,16.0,Windows 10,70,1.8,78660
Apple,Gaming,Apple M2,12,Unified,256GB,Yes,512GB,AMD,8GB,13.0,macOS,60,1.8,174376
Asus,Student,Ryzen 7,24,DDR3,512GB,No,,AMD,6GB,13.0,Windows 11,60,2.3,118952
Dell,Business,Intel i7,24,DDR3,256GB,Yes,512GB,AMD,8GB,16.0,Windows 11,50,1.2,128027
MSI,Gaming,Intel i7,24,DDR3,512GB,Yes,2TB,Integrated,,14.0,Windows 11,45,1.8,113638
Apple,Home,Apple M2,16,Unified,1TB,Yes,2TB,Nvidia,2GB,13.0,macOS,60,1.8,170293
HP,Home,Ryzen 5,24,DDR5,512GB,Yes,2TB,Nvidia,6GB,13.0,Windows 11,50,2.6,116722
MSI,Business,Ryzen 7,16,DDR5,256GB,Yes,512GB,Integrated,,15.6,Windows 11,80,2.6,89391
MSI,Home,Intel i3,8,DDR4,2TB,Yes,512GB,Integrated,,16.0,Windows 10,50,1.8,72561
MSI,Home,Ryzen 3,24,DDR5,256GB,Yes,2TB,AMD,4GB,16.0,Windows 10,45,2.0,92397
Samsung,Business,Ryzen 5,24,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 10,70,1.8,96429
Dell,Student,Ryzen 3,16,DDR4,512GB,Yes,1TB,Nvidia,6GB,14.0,Windows 11,50,1.4,99113
Acer,Student,Ryzen 7,8,DDR5,1TB,Yes,1TB,AMD,8GB,15.6,Windows 10,60,2.6,105104
Asus,Home,Ryzen 3,4,DDR3,512GB,Yes,512GB,Nvidia,6GB,14.0,Windows 10,45,2.3,78417
Dell,Home,Intel i7,24,DDR3,512GB,Yes,2TB,Integrated,,15.6,Windows 11,80,2.3,95384
Samsung,Business,Ryzen 3,4,DDR5,256GB,Yes,512GB,AMD,8GB,14.0,Windows 11,80,2.3,83812
MSI,Gaming,Ryzen 7,16,DDR4,512GB,No,,Integrated,,14.0,Windows 10,80,2.0,95977
Samsung,Home,Ryzen 3,12,DDR5,512GB,Yes,1TB,Integrated,,16.0,Windows 11,80,1.4,61327
Lenovo,Student,Ryzen 5,24,DDR5,1TB,Yes,1TB,Integrated,,15.6,Windows 10,70,1.4,94506
Asus,Gaming,Ryzen 3,12,DDR3,512GB,Yes,1TB,Integrated,,15.6,Windows 11,50,2.6,81064
Apple,Home,Apple M1,12,Unified,2TB,Yes,512GB,Nvidia,6GB,16.0,macOS,45,1.8,168101
Acer,Home,Ryzen 5,24,DDR5,2TB,Yes,1TB,Nvidia,4GB,15.6,Windows 11,70,1.2,126786
Lenovo,Home,Ryzen 7,8,DDR3,2TB,Yes,512GB,AMD,8GB,13.0,Windows 10,80,2.3,116259
HP,Business,Ryzen 7,4,DDR3,256GB,Yes,1TB,AMD,4GB,15.6,Windows 11,60,1.8,89695
Samsung,Business,Intel i7,4,DDR4,256GB,Yes,256GB,Nvidia,2GB,13.0,Windows 10,55,2.0,88869
Acer,Student,Ryzen 5,16,DDR4,2TB,Yes,256GB,AMD,4GB,14.0,Windows 10,80,1.8,112470
Acer,Gaming,Intel i7,24,DDR3,512GB,Yes,256GB,AMD,8GB,13.0,Windows 11,55,1.4,141946
MSI,Gaming,Ryzen 3,8,DDR3,512GB,Yes,1TB,Integrated,,14.0,Windows 10,80,2.6,74647
HP,Business,Ryzen 7,4,DDR4,1TB,Yes,2TB,Nvidia,6GB,14.0,Windows 10,80,2.3,108921
Asus,Student,Ryzen 5,12,DDR3,2TB,Yes,1TB,AMD,4GB,15.6,Windows 10,55,1.8,103381
HP,Student,Intel i5,16,DDR5,1TB,Yes,512GB,AMD,6GB,16.0,Windows 10,60,1.8,103938
Acer,Business,Ryzen 5,24,DDR3,256GB,Yes,512GB,Nvidia,4GB,15.6,Windows 10,80,2.3,112626
Asus,Home,Ryzen 5,24,DDR5,2TB,Yes,512GB,Nvidia,6GB,16.0,Windows 10,80,2.6,131217
MSI,Business,Intel i5,16,DDR3,256GB,Yes,256GB,AMD,4GB,14.0,Windows 11,60,1.4,94467
Lenovo,Business,Intel i7,16,DDR3,512GB,Yes,1TB,Integrated,,14.0,Windows 10,70,2.6,92959
Samsung,Business,Ryzen 3,12,DDR3,256GB,Yes,1TB,Nvidia,6GB,14.0,Windows 10,60,2.3,94100
MSI,Home,Ryzen 5,8,DDR4,2TB,Yes,1TB,AMD,8GB,13.0,Windows 11,70,1.4,108603
Lenovo,Gaming,Intel i3,8,DDR3,512GB,Yes,256GB,AMD,8GB,15.6,Windows 11,80,1.2,98944
Apple,Business,Apple M1,24,Unified,512GB,Yes,2TB,Integrated,,13.0,macOS,50,2.0,151852
Lenovo,Gaming,Ryzen 7,8,DDR5,256GB,Yes,512GB,AMD,8GB,13.0,Windows 10,80,2.3,114421
Acer,Home,Intel i5,16,DDR5,2TB,Yes,2TB,AMD,4GB,15.6,Windows 11,50,2.3,112616
MSI,Business,Ryzen 5,16,DDR3,2TB,Yes,256GB,Integrated,,16.0,Windows 10,50,2.0,98788
Lenovo,Business,Ryzen 5,24,DDR5,256GB,Yes,512GB,Nvidia,2GB,16.0,Windows 10,70,1.8,112034
HP,Business,Intel i5,12,DDR4,256GB,Yes,1TB,AMD,4GB,13.0,Windows 11,55,2.0,91454
Samsung,Student,Intel i5,4,DDR5,256GB,Yes,2TB,AMD,6GB,16.0,Windows 10,55,1.2,73267
Samsung,Student,Intel i7,12,DDR5,1TB,No,,Integrated,,14.0,Windows 11,60,2.0,84567
Apple,Gaming,Apple M2,24,Unified,2TB,Yes,1TB,AMD,8GB,14.0,macOS,80,1.2,214882
Apple,Gaming,Apple M1,8,Unified,2TB,Yes,256GB,Integrated,,13.0,macOS,45,2.6,149190
Apple,Business,Apple M1,4,Unified,1TB,Yes,256GB,AMD,8GB,16.0,macOS,70,2.3,154268
Acer,Home,Intel i5,4,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 11,70,1.4,60521
HP,Student,Intel i5,4,DDR3,1TB,Yes,1TB,AMD,8GB,14.0,Windows 10,70,1.2,93764
Asus,Home,Ryzen 5,24,DDR5,1TB,Yes,1TB,Integrated,,14.0,Windows 11,60,1.8,97709
HP,Student,Intel i5,4,DDR5,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 11,80,1.8,81089
Apple,Gaming,Apple M2,16,Unified,2TB,Yes,256GB,AMD,6GB,13.0,macOS,60,2.3,197805
Dell,Student,Ryzen 3,24,DDR5,256GB,Yes,1TB,Integrated,,13.0,Windows 11,60,2.3,77801
Asus,Gaming,Ryzen 3,8,DDR4,1TB,Yes,512GB,AMD,4GB,14.0,Windows 11,80,1.4,96174
Dell,Gaming,Intel i5,12,DDR5,512GB,Yes,256GB,Nvidia,8GB,13.0,Windows 10,70,1.2,117950
MSI,Student,Ryzen 3,8,DDR4,1TB,Yes,512GB,Integrated,,16.0,Windows 11,60,2.0,62266
MSI,Business,Ryzen 7,4,DDR4,2TB,Yes,256GB,Integrated,,14.0,Windows 10,60,2.0,90825
MSI,Student,Ryzen 5,24,DDR3,1TB,Yes,2TB,Nvidia,6GB,15.6,Windows 11,50,1.8,123472
Dell,Business,Ryzen 7,16,DDR4,1TB,Yes,512GB,Nvidia,4GB,13.0,Windows 11,80,1.6,122931
Samsung,Business,Intel i5,8,DDR5,2TB,Yes,512GB,Integrated,,14.0,Windows 10,80,2.0,89374
MSI,Business,Intel i7,24,DDR5,256GB,Yes,512GB,Integrated,,15.6,Windows 11,60,2.6,103159
Asus,Business,Ryzen 7,12,DDR4,1TB,Yes,1TB,Integrated,,16.0,Windows 11,45,1.6,97567
Dell,Gaming,Intel i7,24,DDR4,2TB,Yes,2TB,Nvidia,8GB,15.6,Windows 11,60,2.3,160186
Lenovo,Student,Ryzen 3,4,DDR3,512GB,Yes,1TB,Integrated,,15.6,Windows 11,80,1.6,53959
Samsung,Student,Ryzen 3,24,DDR5,2TB,Yes,512GB,Nvidia,4GB,14.0,Windows 11,80,1.6,124740
Asus,Gaming,Intel i5,4,DDR3,256GB,No,,AMD,2GB,13.0,Windows 11,60,2.0,76681
Asus,Student,Ryzen 5,16,DDR3,1TB,Yes,1TB,Integrated,,14.0,Windows 10,50,2.0,82397
HP,Home,Ryzen 7,16,DDR4,2TB,No,,AMD,6GB,16.0,Windows 11,50,2.3,122417
Lenovo,Business,Ryzen 7,24,DDR5,1TB,No,,AMD,4GB,13.0,Windows 11,60,1.6,125996
Samsung,Student,Intel i5,4,DDR3,512GB,Yes,2TB,AMD,8GB,16.0,Windows 11,55,1.2,84526
Acer,Gaming,Intel i3,16,DDR3,2TB,Yes,512GB,Nvidia,8GB,16.0,Windows 11,50,1.6,130648
Samsung,Gaming,Ryzen 5,24,DDR4,1TB,Yes,256GB,Integrated,,15.6,Windows 11,45,2.3,111730
Apple,Student,Apple M2,8,Unified,1TB,Yes,256GB,Nvidia,2GB,14.0,macOS,45,1.6,160205
Lenovo,Business,Ryzen 7,4,DDR3,512GB,Yes,512GB,Integrated,,15.6,Windows 10,60,1.6,76798
HP,Student,Intel i3,12,DDR3,2TB,Yes,2TB,Integrated,,15.6,Windows 10,60,2.6,77103
Asus,Gaming,Ryzen 3,4,DDR3,512GB,Yes,256GB,AMD,4GB,16.0,Windows 11,60,2.3,83556
MSI,Gaming,Ryzen 7,24,DDR5,256GB,Yes,1TB,Integrated,,13.0,Windows 10,80,1.4,107925
Dell,Business,Intel i7,12,DDR3,256GB,Yes,512GB,Integrated,,13.0,Windows 10,70,2.6,85658
Apple,Gaming,Apple M2,4,Unified,512GB,Yes,256GB,AMD,6GB,13.0,macOS,45,1.6,166280
Lenovo,Home,Intel i5,12,DDR3,1TB,Yes,2TB,Nvidia,2GB,16.0,Windows 11,55,2.3,95103
Acer,Home,Ryzen 3,12,DDR5,2TB,Yes,512GB,AMD,6GB,16.0,Windows 11,55,2.6,103904
Lenovo,Home,Ryzen 5,12,DDR4,1TB,Yes,2TB,Integrated,,16.0,Windows 10,80,1.4,75153
MSI,Gaming,Intel i7,24,DDR5,2TB,Yes,2TB,Nvidia,4GB,15.6,Windows 10,55,1.8,155250
MSI,Home,Intel i3,8,DDR3,512GB,Yes,512GB,Integrated,,14.0,Windows 10,45,1.2,58677
Samsung,Business,Ryzen 5,12,DDR3,512GB,Yes,256GB,Integrated,,14.0,Windows 11,80,1.8,75655
Apple,Home,Apple M2,24,Unified,2TB,Yes,256GB,Nvidia,6GB,13.0,macOS,80,1.2,201489
Asus,Gaming,Ryzen 5,8,DDR3,2TB,Yes,512GB,AMD,4GB,16.0,Windows 10,80,1.2,116231
MSI,Business,Ryzen 7,8,DDR3,512GB,Yes,1TB,AMD,8GB,15.6,Windows 11,55,2.0,107659
MSI,Business,Ryzen 7,12,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 11,55,1.8,88665
Samsung,Home,Ryzen 7,24,DDR4,256GB,Yes,1TB,Integrated,,14.0,Windows 10,50,2.6,94579
HP,Student,Ryzen 5,4,DDR3,2TB,Yes,512GB,Integrated,,14.0,Windows 10,50,1.6,75460
Asus,Business,Ryzen 5,4,DDR5,1TB,Yes,512GB,AMD,2GB,15.6,Windows 10,45,2.3,88720
Samsung,Home,Intel i3,16,DDR4,2TB,No,,Integrated,,14.0,Windows 11,80,2.3,83934
HP,Business,Intel i3,4,DDR5,1TB,Yes,512GB,Integrated,,14.0,Windows 11,50,1.2,67518
Samsung,Business,Ryzen 5,16,DDR3,1TB,Yes,512GB,Integrated,,13.0,Windows 10,60,2.0,88403
Samsung,Student,Intel i3,16,DDR5,512GB,Yes,2TB,AMD,8GB,16.0,Windows 11,80,2.0,93606
Dell,Gaming,Intel i3,12,DDR4,256GB,Yes,2TB,Integrated,,15.6,Windows 11,50,1.6,73822
HP,Student,Intel i5,16,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 11,50,2.6,78967
Asus,Home,Ryzen 7,24,DDR3,512GB,Yes,1TB,Integrated,,13.0,Windows 10,55,1.8,99859
HP,Student,Intel i5,24,DDR3,1TB,Yes,512GB,AMD,2GB,16.0,Windows 10,70,2.3,110315
HP,Student,Intel i5,8,DDR4,1TB,Yes,256GB,Integrated,,15.6,Windows 10,80,2.6,73407
MSI,Home,Intel i3,16,DDR5,512GB,No,,AMD,2GB,15.6,Windows 11,60,2.6,80891
Asus,Gaming,Intel i5,4,DDR5,256GB,Yes,1TB,Integrated,,16.0,Windows 11,80,1.4,66150
MSI,Student,Intel i7,24,DDR3,1TB,Yes,1TB,Nvidia,2GB,15.6,Windows 11,50,1.4,124799
Samsung,Gaming,Intel i3,24,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 11,70,1.6,96679
Lenovo,Gaming,Ryzen 7,24,DDR5,512GB,Yes,1TB,AMD,4GB,16.0,Windows 10,50,2.3,132627
Lenovo,Student,Intel i3,12,DDR3,512GB,Yes,1TB,Nvidia,8GB,16.0,Windows 10,55,1.8,97217
Acer,Gaming,Intel i5,8,DDR3,256GB,Yes,1TB,AMD,4GB,14.0,Windows 10,50,2.3,89213
MSI,Home,Ryzen 7,24,DDR3,2TB,Yes,1TB,Integrated,,16.0,Windows 11,60,1.8,114126
Lenovo,Gaming,Intel i5,4,DDR4,1TB,No,,Integrated,,14.0,Windows 10,50,1.2,74450
Apple,Business,Apple M2,16,Unified,512GB,Yes,256GB,AMD,8GB,15.6,macOS,60,2.0,180685
HP,Home,Ryzen 3,8,DDR3,2TB,No,,Integrated,,16.0,Windows 11,70,2.6,73166
HP,Gaming,Intel i7,12,DDR4,1TB,Yes,2TB,Integrated,,13.0,Windows 11,80,2.0,100165
Apple,Business,Apple M1,24,Unified,256GB,Yes,512GB,Integrated,,15.6,macOS,60,1.2,144465
Apple,Gaming,Apple M2,4,Unified,1TB,Yes,512GB,Nvidia,2GB,13.0,macOS,45,2.3,170681
MSI,Home,Ryzen 5,24,DDR5,512GB,Yes,2TB,Integrated,,14.0,Windows 11,55,2.0,91402
Lenovo,Gaming,Intel i5,4,DDR5,2TB,Yes,2TB,Integrated,,14.0,Windows 10,45,1.4,88661
HP,Student,Intel i3,16,DDR4,256GB,Yes,2TB,Integrated,,16.0,Windows 11,60,1.8,65619
Asus,Home,Intel i5,24,DDR5,512GB,Yes,512GB,Integrated,,15.6,Windows 11,45,1.4,85265
Acer,Student,Intel i3,16,DDR3,512GB,Yes,1TB,AMD,4GB,16.0,Windows 10,80,2.0,85950
HP,Home,Intel i7,16,DDR4,256GB,Yes,256GB,Integrated,,14.0,Windows 11,45,2.3,81248
MSI,Business,Ryzen 5,8,DDR5,256GB,Yes,256GB,AMD,6GB,16.0,Windows 10,70,2.6,88592
Acer,Student,Intel i5,16,DDR5,2TB,Yes,512GB,Nvidia,4GB,13.0,Windows 11,45,1.2,116808
Asus,Gaming,Ryzen 5,4,DDR4,1TB,Yes,512GB,Integrated,,14.0,Windows 11,80,1.6,80084
Asus,Student,Intel i7,4,DDR3,1TB,Yes,256GB,Nvidia,4GB,15.6,Windows 11,55,2.3,98924
Apple,Home,Apple M1,16,Unified,512GB,Yes,1TB,AMD,8GB,13.0,macOS,70,1.6,158628
MSI,Home,Intel i5,4,DDR4,512GB,Yes,256GB,Integrated,,16.0,Windows 11,80,2.0,56359
Samsung,Gaming,Ryzen 5,12,DDR4,256GB,Yes,256GB,AMD,4GB,15.6,Windows 10,60,2.6,98479
Dell,Student,Intel i5,4,DDR4,512GB,No,,Integrated,,13.0,Windows 10,60,2.0,52262
Dell,Student,Ryzen 3,8,DDR4,256GB,Yes,512GB,Integrated,,13.0,Windows 11,60,1.8,56846
Asus,Home,Intel i7,24,DDR5,256GB,Yes,256GB,Integrated,,15.6,Windows 10,45,2.0,93557
Dell,Student,Intel i5,12,DDR4,1TB,Yes,256GB,Integrated,,14.0,Windows 10,55,1.2,74124
Asus,Gaming,Ryzen 5,12,DDR5,1TB,Yes,1TB,AMD,4GB,13.0,Windows 11,55,2.0,109774
Apple,Home,Apple M1,4,Unified,2TB,No,,Integrated,,16.0,macOS,45,1.2,126493
Samsung,Gaming,Ryzen 7,12,DDR5,1TB,Yes,512GB,Nvidia,2GB,16.0,Windows 11,70,1.4,120761
Apple,Home,Apple M2,12,Unified,2TB,Yes,512GB,Integrated,,15.6,macOS,55,1.8,155502
MSI,Student,Ryzen 3,4,DDR3,2TB,Yes,2TB,AMD,4GB,15.6,Windows 11,55,2.0,87707
Lenovo,Home,Ryzen 3,24,DDR4,256GB,Yes,2TB,Integrated,,16.0,Windows 10,50,2.0,76996
Lenovo,Business,Ryzen 3,8,DDR4,2TB,Yes,2TB,AMD,6GB,14.0,Windows 10,50,2.3,105485
Asus,Business,Intel i3,24,DDR4,256GB,Yes,512GB,Integrated,,16.0,Windows 11,45,2.0,81890
Samsung,Student,Ryzen 3,8,DDR3,512GB,Yes,256GB,Nvidia,4GB,16.0,Windows 10,70,1.6,81194
Apple,Gaming,Apple M1,12,Unified,1TB,Yes,1TB,Nvidia,8GB,15.6,macOS,45,2.0,176066
Samsung,Gaming,Intel i7,24,DDR4,256GB,Yes,1TB,Integrated,,15.6,Windows 10,45,1.4,109536
Samsung,Student,Ryzen 7,16,DDR4,2TB,Yes,512GB,AMD,4GB,16.0,Windows 11,55,2.6,121417
Lenovo,Student,Ryzen 7,4,DDR3,256GB,Yes,512GB,Nvidia,8GB,16.0,Windows 10,50,1.2,95124
Samsung,Business,Ryzen 7,8,DDR5,2TB,Yes,2TB,Integrated,,14.0,Windows 11,50,1.8,100952
HP,Business,Ryzen 7,24,DDR5,1TB,Yes,1TB,Integrated,,13.0,Windows 10,70,1.8,115774
MSI,Home,Ryzen 5,4,DDR5,512GB,Yes,1TB,AMD,2GB,13.0,Windows 11,50,1.8,75166
Asus,Student,Ryzen 5,24,DDR4,256GB,Yes,2TB,AMD,6GB,16.0,Windows 10,55,2.6,105413
Acer,Gaming,Intel i3,24,DDR5,1TB,Yes,2TB,AMD,2GB,15.6,Windows 11,80,2.0,114223
Acer,Business,Intel i3,4,DDR5,1TB,Yes,1TB,Integrated,,15.6,Windows 10,45,2.3,62913
Lenovo,Gaming,Ryzen 7,8,DDR4,1TB,Yes,512GB,AMD,2GB,15.6,Windows 11,45,1.4,112878
Lenovo,Business,Ryzen 3,16,DDR3,512GB,Yes,1TB,Integrated,,15.6,Windows 11,45,1.2,75372
Apple,Business,Apple M2,12,Unified,2TB,Yes,512GB,Integrated,,16.0,macOS,60,1.6,162189
Samsung,Home,Intel i7,12,DDR4,256GB,Yes,1TB,Nvidia,8GB,15.6,Windows 11,55,1.6,107187
Asus,Student,Ryzen 7,8,DDR4,512GB,Yes,512GB,Integrated,,13.0,Windows 11,80,1.2,72556
HP,Business,Intel i3,16,DDR5,1TB,Yes,1TB,Integrated,,13.0,Windows 10,45,2.0,80753
HP,Gaming,Ryzen 5,4,DDR5,256GB,Yes,512GB,Integrated,,14.0,Windows 10,45,2.3,68509
Acer,Student,Ryzen 3,16,DDR5,1TB,Yes,1TB,Integrated,,13.0,Windows 10,55,2.6,74511
Samsung,Business,Intel i7,12,DDR4,512GB,Yes,2TB,Nvidia,4GB,16.0,Windows 10,50,2.3,111030
Asus,Gaming,Ryzen 5,24,DDR3,256GB,No,,Nvidia,2GB,13.0,Windows 11,45,1.2,117680
Acer,Business,Intel i3,4,DDR3,256GB,Yes,1TB,Integrated,,15.6,Windows 11,60,2.0,51030
Apple,Business,Apple M2,16,Unified,256GB,Yes,256GB,Integrated,,16.0,macOS,45,2.0,150385
MSI,Student,Ryzen 7,4,DDR4,256GB,Yes,1TB,Integrated,,16.0,Windows 11,55,2.3,63663
Lenovo,Home,Ryzen 3,16,DDR4,256GB,Yes,1TB,AMD,8GB,14.0,Windows 10,50,1.2,90581
HP,Gaming,Ryzen 3,24,DDR3,1TB,Yes,2TB,Nvidia,2GB,13.0,Windows 11,55,1.2,123766
HP,Business,Intel i3,24,DDR5,2TB,No,,Nvidia,4GB,14.0,Windows 10,45,1.2,122159
Apple,Home,Apple M2,24,Unified,256GB,Yes,512GB,Integrated,,13.0,macOS,55,2.6,151797
Apple,Gaming,Apple M1,4,Unified,256GB,Yes,512GB,Integrated,,14.0,macOS,60,1.6,126557
Samsung,Student,Intel i3,8,DDR4,256GB,Yes,1TB,Integrated,,15.6,Windows 10,50,2.6,53400
Lenovo,Student,Ryzen 5,8,DDR4,256GB,Yes,2TB,Nvidia,2GB,16.0,Windows 10,45,1.2,78059
Lenovo,Home,Ryzen 7,16,DDR4,512GB,Yes,1TB,AMD,8GB,14.0,Windows 11,50,2.0,115666
HP,Gaming,Ryzen 7,4,DDR5,1TB,Yes,256GB,AMD,4GB,13.0,Windows 11,70,1.2,110070
MSI,Gaming,Ryzen 3,4,DDR4,512GB,Yes,512GB,AMD,8GB,16.0,Windows 10,50,1.4,95489
HP,Home,Ryzen 7,8,DDR4,2TB,Yes,2TB,Integrated,,13.0,Windows 11,70,1.4,90294
HP,Business,Ryzen 5,8,DDR3,2TB,Yes,1TB,Integrated,,15.6,Windows 10,50,2.6,86902
MSI,Gaming,Intel i3,16,DDR5,512GB,Yes,512GB,Integrated,,16.0,Windows 10,45,1.8,82187
Dell,Business,Intel i5,8,DDR4,2TB,Yes,1TB,Nvidia,4GB,15.6,Windows 11,50,1.2,113670
HP,Student,Intel i5,16,DDR4,2TB,Yes,1TB,Integrated,,15.6,Windows 10,70,1.4,95226
Lenovo,Gaming,Intel i3,16,DDR5,512GB,Yes,2TB,Integrated,,16.0,Windows 11,80,2.6,83020
Dell,Student,Ryzen 3,8,DDR5,256GB,Yes,256GB,Integrated,,16.0,Windows 10,80,2.6,55130
HP,Business,Ryzen 5,4,DDR4,2TB,Yes,256GB,AMD,2GB,16.0,Windows 11,50,1.4,96936
Acer,Gaming,Ryzen 7,16,DDR3,1TB,Yes,2TB,Nvidia,2GB,16.0,Windows 10,60,2.6,127135
Samsung,Gaming,Intel i7,4,DDR5,256GB,Yes,1TB,AMD,6GB,16.0,Windows 11,55,2.3,102017
Dell,Home,Ryzen 5,4,DDR5,1TB,Yes,256GB,Integrated,,16.0,Windows 11,70,1.2,65994
MSI,Gaming,Ryzen 7,8,DDR5,512GB,No,,Integrated,,13.0,Windows 10,80,1.8,87752
